ID,Is_Product_Details_viewed,Session_Activity_Count,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Cart_Viewed,No_Checkout_Confirmed,No_Checkout_Initiated ,No_Cart_Items_Viewed,No_Customer_Login,No_Page_Viewed,Customer_Segment_Type,Cart_Abandoned
Session_ID_846,Yes,5,0,0,1,0,1,0,0,2,0,1
Session_ID_847,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_848,No,17,4,5,0,1,1,0,1,2,2,0
Session_ID_849,Yes,10,4,0,1,0,0,1,0,2,1,1
Session_ID_850,No,5,0,0,2,0,1,0,0,2,0,1
Session_ID_851,No,11,6,0,0,0,0,0,0,4,1,1
Session_ID_852,Yes,3,1,0,0,0,0,1,0,1,0,1
Session_ID_853,No,22,12,0,3,1,2,3,0,0,1,0
Session_ID_854,Yes,15,1,2,3,0,2,4,0,3,0,1
Session_ID_855,No,14,2,0,3,0,0,2,0,4,0,1
Session_ID_856,No,5,1,0,1,0,2,1,0,0,0,1
Session_ID_857,Yes,5,0,0,0,0,0,1,0,2,0,1
Session_ID_858,Yes,21,7,6,0,0,0,2,0,6,2,1
Session_ID_859,Yes,8,3,0,2,0,0,2,0,1,1,1
Session_ID_860,No,6,0,0,1,0,0,1,0,2,0,1
Session_ID_861,No,9,5,0,0,0,1,1,0,0,1,1
Session_ID_862,No,32,7,4,1,0,3,1,1,11,2,1
Session_ID_863,Yes,12,5,0,3,0,0,3,0,0,1,1
Session_ID_864,No,5,0,0,2,0,1,0,0,2,0,1
Session_ID_865,No,13,5,0,2,1,1,1,1,1,1,0
Session_ID_866,No,35,15,13,0,0,2,1,0,2,2,1
Session_ID_867,Yes,4,1,0,1,0,0,0,0,2,0,1
Session_ID_868,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_869,No,10,2,0,0,0,0,1,0,5,0,1
Session_ID_870,No,14,2,0,1,0,1,1,0,1,0,1
Session_ID_871,No,5,0,0,3,0,1,0,0,1,0,1
Session_ID_872,No,13,3,0,1,0,1,1,0,3,1,1
Session_ID_873,No,5,0,0,0,0,1,1,0,3,0,1
Session_ID_874,No,9,0,0,1,0,1,0,0,3,0,1
Session_ID_875,Yes,41,15,5,6,0,5,3,0,6,2,1
Session_ID_876,No,7,2,0,0,1,1,1,1,1,0,1
Session_ID_877,No,32,4,0,0,0,0,4,0,13,1,1
Session_ID_878,No,4,0,0,2,0,0,0,0,2,0,1
Session_ID_879,Yes,5,1,0,0,0,0,1,0,1,0,1
Session_ID_880,Yes,21,6,2,4,0,4,0,0,5,2,1
Session_ID_881,No,14,6,0,0,0,2,0,2,4,1,1
Session_ID_882,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_883,No,11,6,0,0,0,1,2,0,1,1,1
Session_ID_884,No,10,1,0,0,0,1,4,0,3,0,1
Session_ID_885,No,12,6,0,0,1,1,1,1,1,1,0
Session_ID_886,No,2,0,0,1,0,0,1,0,0,0,1
Session_ID_887,No,7,1,0,1,0,1,2,0,2,0,1
Session_ID_888,No,21,8,5,2,0,2,0,0,3,2,1
Session_ID_889,No,4,0,0,1,0,1,2,0,0,0,1
Session_ID_890,No,6,1,0,1,0,1,1,0,2,0,1
Session_ID_891,No,15,1,0,1,1,1,0,0,8,0,0
Session_ID_892,No,4,0,0,2,1,0,1,0,0,0,0
Session_ID_893,No,12,0,0,1,0,0,4,0,5,0,1
Session_ID_894,No,23,0,0,2,0,1,2,0,9,0,1
Session_ID_895,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_896,No,31,21,2,3,0,1,2,0,2,2,1
Session_ID_897,No,6,0,0,2,0,0,4,0,0,0,1
Session_ID_898,No,11,0,0,10,0,0,1,0,0,0,1
Session_ID_899,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_900,Yes,6,5,0,0,0,0,1,0,0,1,1
Session_ID_901,No,3,0,0,0,0,3,0,0,0,0,1
Session_ID_902,Yes,14,5,2,0,0,0,1,0,3,2,1
Session_ID_903,Yes,18,0,0,5,0,2,2,0,6,0,1
Session_ID_904,No,6,0,0,0,0,0,2,0,0,0,1
Session_ID_905,No,24,10,0,3,0,0,10,0,0,1,1
Session_ID_906,No,16,9,0,3,0,1,2,0,1,1,1
Session_ID_907,No,9,4,0,1,0,1,1,0,2,1,1
Session_ID_908,No,7,1,0,0,0,2,3,0,1,0,1
Session_ID_909,Yes,8,2,0,0,0,0,0,0,6,0,1
Session_ID_910,Yes,8,4,0,1,0,0,1,0,2,1,1
Session_ID_911,No,7,2,0,0,0,1,1,0,2,0,1
Session_ID_912,No,41,1,31,0,1,2,1,1,4,2,0
Session_ID_913,No,5,1,0,0,0,1,0,1,2,0,1
Session_ID_914,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_915,No,13,5,0,2,0,3,2,0,0,1,1
Session_ID_916,Yes,17,1,11,0,1,1,1,1,0,2,0
Session_ID_917,No,16,7,1,2,0,1,2,0,2,1,1
Session_ID_918,No,4,0,0,0,0,1,0,0,3,0,1
Session_ID_919,Yes,5,1,0,0,0,1,3,0,0,0,1
Session_ID_920,No,22,11,0,1,1,1,1,1,3,1,1
Session_ID_921,No,11,1,0,1,0,1,6,0,2,0,1
Session_ID_922,No,2,0,0,1,0,0,0,0,1,0,1
Session_ID_923,Yes,24,4,1,1,0,0,1,0,9,1,1
Session_ID_924,No,64,18,11,5,0,2,10,0,13,2,1
Session_ID_925,No,26,1,0,7,1,3,7,0,0,0,0
Session_ID_926,No,7,2,1,1,0,1,1,0,1,0,1
Session_ID_927,No,8,2,0,2,0,1,1,0,2,0,1
Session_ID_928,Yes,12,5,0,1,0,2,1,0,3,1,1
Session_ID_929,Yes,10,1,0,1,0,2,5,0,1,0,1
Session_ID_930,No,11,1,0,0,1,2,1,1,1,0,0
Session_ID_931,No,5,1,0,0,0,1,0,2,0,0,1
Session_ID_932,No,6,0,0,2,0,1,0,0,2,0,1
Session_ID_933,No,31,7,16,2,1,2,0,1,2,2,0
Session_ID_934,No,23,9,2,1,0,0,4,0,3,2,1
Session_ID_935,No,7,1,0,1,0,1,1,0,1,0,1
Session_ID_936,No,4,0,0,0,0,1,0,0,3,0,1
Session_ID_937,No,3,0,0,1,0,1,0,0,1,0,1
Session_ID_938,No,12,5,0,2,0,1,3,0,1,1,1
Session_ID_939,No,5,0,0,2,0,0,3,0,0,0,1
Session_ID_940,No,10,0,0,3,0,3,3,0,1,0,1
Session_ID_941,No,10,1,0,0,0,0,1,0,4,0,1
Session_ID_942,No,5,1,0,0,0,1,1,0,2,0,1
Session_ID_943,No,5,1,0,1,0,2,1,0,0,0,1
Session_ID_944,Yes,16,3,6,1,0,0,1,0,2,2,1
Session_ID_945,No,1,0,0,0,0,1,0,0,0,0,1
Session_ID_946,Yes,6,0,3,0,0,0,0,0,3,0,1
Session_ID_947,No,13,4,0,2,0,1,0,1,3,1,1
Session_ID_948,Yes,14,8,0,0,0,0,3,0,3,1,1
Session_ID_949,Yes,22,0,0,2,0,1,1,0,3,0,1
Session_ID_950,No,5,1,0,1,0,2,0,0,0,0,1
Session_ID_951,No,24,6,3,1,0,0,2,0,1,2,1
Session_ID_952,No,1,0,0,0,0,1,0,0,0,0,1
Session_ID_953,Yes,5,1,0,0,0,1,2,0,1,0,1
Session_ID_954,No,8,1,0,1,1,2,1,0,0,0,0
Session_ID_955,No,16,4,5,3,0,1,1,0,2,2,1
Session_ID_956,No,6,2,0,1,0,1,0,0,2,0,1
Session_ID_957,No,6,3,0,2,0,0,0,0,1,1,1
Session_ID_958,No,8,3,0,0,0,0,1,0,1,1,1
Session_ID_959,No,28,7,0,1,0,1,2,0,1,1,1
Session_ID_960,Yes,7,4,0,0,0,1,1,0,1,1,1
Session_ID_961,No,31,0,0,1,1,0,29,0,0,0,0
Session_ID_962,No,6,0,0,1,0,0,3,0,1,0,1
Session_ID_963,No,25,3,0,1,0,3,16,0,1,1,1
Session_ID_964,No,6,0,0,2,1,1,1,0,1,0,0
Session_ID_965,Yes,3,1,1,0,0,0,0,0,1,0,1
Session_ID_966,Yes,41,6,1,3,0,0,0,0,3,1,1
Session_ID_967,No,6,1,0,1,0,1,0,1,2,0,1
Session_ID_968,Yes,57,2,7,0,0,1,1,1,6,2,1
Session_ID_969,Yes,33,11,0,0,1,4,5,0,2,1,0
Session_ID_970,No,12,0,0,3,0,7,2,0,0,0,1
Session_ID_971,Yes,23,10,0,2,0,0,3,0,6,1,1
Session_ID_972,No,6,2,0,0,0,1,1,0,2,0,1
Session_ID_973,No,9,1,0,2,1,2,0,1,2,0,0
Session_ID_974,No,12,9,0,0,0,2,1,0,0,1,1
Session_ID_975,No,6,1,0,1,0,1,1,0,2,0,1
Session_ID_976,No,11,0,0,0,0,1,1,0,3,0,1
Session_ID_977,Yes,4,1,1,0,0,0,1,0,1,0,1
Session_ID_978,No,6,1,0,0,0,2,0,1,2,0,1
Session_ID_979,No,9,0,0,1,1,3,4,0,0,0,0
Session_ID_980,No,7,2,0,1,0,1,1,0,2,0,1
Session_ID_981,No,9,5,0,1,0,1,2,0,0,1,1
Session_ID_982,No,9,0,0,0,0,1,1,0,2,0,1
Session_ID_983,Yes,3,1,0,0,0,1,0,0,0,0,1
Session_ID_984,No,8,2,0,0,1,1,1,1,2,0,0
Session_ID_985,No,13,2,0,8,0,0,3,0,0,0,1
Session_ID_986,No,6,1,0,1,0,0,4,0,0,0,1
Session_ID_987,Yes,24,7,14,3,0,0,0,0,0,2,1
Session_ID_988,No,21,0,0,0,0,3,17,0,1,0,1
Session_ID_989,No,25,2,0,3,1,3,0,1,5,0,0
Session_ID_990,No,4,1,0,0,0,0,0,0,3,0,1
Session_ID_991,Yes,2,0,1,0,0,0,0,0,1,0,1
Session_ID_992,Yes,5,1,0,0,0,0,0,0,3,0,1
Session_ID_993,No,14,4,0,3,0,0,7,0,0,1,1
Session_ID_994,Yes,5,2,0,0,0,0,1,0,2,0,1
Session_ID_995,Yes,10,2,0,0,0,0,0,0,7,0,1
Session_ID_996,No,17,8,0,1,0,0,3,0,0,1,1
Session_ID_997,Yes,15,8,0,0,0,0,2,0,2,1,1
Session_ID_998,No,14,3,0,4,0,1,0,0,6,1,1
Session_ID_999,Yes,8,3,0,0,0,0,1,0,2,1,1
Session_ID_1000,Yes,8,2,0,1,0,0,4,0,0,0,1
Session_ID_1001,No,8,2,0,2,0,1,1,0,2,0,1
Session_ID_1002,Yes,3,1,0,0,0,0,1,0,1,0,1
Session_ID_1003,No,8,2,2,0,0,0,1,0,3,2,1
Session_ID_1004,No,18,2,0,0,0,3,4,0,0,0,1
Session_ID_1005,Yes,13,1,0,4,0,0,7,0,0,0,1
Session_ID_1006,No,14,6,0,0,1,2,2,0,1,1,0
Session_ID_1007,No,23,0,0,1,2,3,12,0,2,0,0
Session_ID_1008,No,1,6,2,1,0,0,10,0,2,2,1
Session_ID_1009,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1010,Yes,7,2,0,0,0,0,1,0,1,0,1
Session_ID_1011,No,15,5,0,3,0,3,2,0,2,1,1
Session_ID_1012,No,6,2,0,1,0,0,1,0,1,0,1
Session_ID_1013,No,10,1,0,1,1,1,1,1,2,0,0
Session_ID_1014,Yes,30,7,7,1,0,0,4,0,5,2,1
Session_ID_1015,No,13,1,0,0,0,0,1,0,5,0,1
Session_ID_1016,Yes,22,4,0,0,0,0,3,0,7,1,1
Session_ID_1017,No,6,2,0,1,0,0,1,0,2,0,1
Session_ID_1018,No,8,0,0,1,0,1,6,0,0,0,1
Session_ID_1019,No,7,1,0,0,0,1,5,0,0,0,1
Session_ID_1020,Yes,13,3,4,0,0,0,1,0,4,2,1
Session_ID_1021,No,21,1,0,1,0,2,17,0,0,0,1
Session_ID_1022,No,10,0,0,2,0,2,0,1,2,0,1
Session_ID_1023,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1024,No,33,1,0,1,0,0,24,0,0,0,1
Session_ID_1025,No,28,2,0,5,0,3,11,0,0,0,1
Session_ID_1026,Yes,14,0,0,0,0,0,1,0,2,0,1
Session_ID_1027,No,13,0,0,1,1,1,1,0,1,0,0
Session_ID_1028,No,9,1,0,1,1,2,2,1,1,0,0
Session_ID_1029,No,17,1,3,0,0,0,6,0,3,2,1
Session_ID_1030,Yes,6,1,0,1,0,0,2,0,0,0,1
Session_ID_1031,No,8,2,0,0,1,1,1,1,1,0,0
Session_ID_1032,Yes,11,3,3,3,0,0,0,0,1,2,1
Session_ID_1033,No,7,2,0,1,0,1,1,0,2,0,1
Session_ID_1034,Yes,11,1,0,0,0,0,1,0,6,0,1
Session_ID_1035,Yes,9,2,0,2,0,0,1,0,3,0,1
Session_ID_1036,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1037,No,19,0,0,0,0,0,0,0,2,0,1
Session_ID_1038,No,21,8,0,5,0,0,6,0,0,1,1
Session_ID_1039,No,11,3,0,2,0,1,1,0,3,1,1
Session_ID_1040,No,6,0,0,2,0,1,2,0,1,0,1
Session_ID_1041,No,10,1,0,2,0,1,2,1,3,0,1
Session_ID_1042,Yes,15,0,0,0,0,0,3,0,4,0,1
Session_ID_1043,Yes,11,4,0,0,0,2,4,0,0,1,1
Session_ID_1044,Yes,2,10,0,1,0,0,5,0,1,1,1
Session_ID_1045,Yes,10,2,0,0,0,0,1,0,6,0,1
Session_ID_1046,No,11,5,0,1,1,1,1,1,1,1,0
Session_ID_1047,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1048,No,4,1,0,0,0,1,2,0,0,0,1
Session_ID_1049,Yes,6,2,0,2,0,0,2,0,0,0,1
Session_ID_1050,No,37,10,6,8,0,3,2,1,6,2,1
Session_ID_1051,Yes,3,1,0,0,0,0,0,0,2,0,1
Session_ID_1052,No,26,3,10,4,1,2,0,0,0,2,0
Session_ID_1053,No,9,4,0,1,0,1,1,0,2,1,1
Session_ID_1054,No,32,0,0,1,0,1,1,0,2,0,1
Session_ID_1055,No,16,5,0,1,1,3,3,1,1,1,0
Session_ID_1056,No,7,0,0,4,0,1,1,0,1,0,1
Session_ID_1057,No,30,9,11,3,1,1,2,0,3,2,0
Session_ID_1058,No,13,4,2,0,1,1,3,1,1,2,0
Session_ID_1059,Yes,44,3,35,0,0,0,2,0,3,2,1
Session_ID_1060,No,19,8,1,2,0,1,1,1,3,1,1
Session_ID_1061,No,17,0,0,0,0,1,4,0,6,0,1
Session_ID_1062,No,23,6,2,4,1,1,2,1,4,2,0
Session_ID_1063,No,30,15,3,0,1,1,7,1,0,2,0
Session_ID_1064,Yes,5,2,0,0,0,0,1,0,1,0,1
Session_ID_1065,No,8,0,0,1,0,0,1,0,5,0,1
Session_ID_1066,No,1,3,5,2,1,1,1,1,4,2,0
Session_ID_1067,Yes,23,15,0,3,0,0,3,0,1,1,1
Session_ID_1068,No,33,1,0,1,0,0,9,0,15,0,1
Session_ID_1069,No,12,0,0,3,0,1,7,0,1,0,1
Session_ID_1070,No,6,1,0,0,1,1,0,1,2,0,0
Session_ID_1071,Yes,16,7,4,0,0,0,1,0,2,2,1
Session_ID_1072,No,19,5,8,0,0,0,4,0,1,2,1
Session_ID_1073,Yes,14,5,0,2,0,0,1,0,2,1,1
Session_ID_1074,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1075,No,2,0,0,0,0,0,4,0,21,0,1
Session_ID_1076,No,20,6,0,1,0,0,1,0,1,1,1
Session_ID_1077,No,21,1,0,2,1,1,1,1,10,0,0
Session_ID_1078,No,6,1,0,1,0,1,0,0,3,0,1
Session_ID_1079,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_1080,No,9,4,0,1,0,1,1,0,2,1,1
Session_ID_1081,Yes,11,1,0,1,0,1,0,0,2,0,1
Session_ID_1082,Yes,6,2,0,1,0,0,2,0,0,0,1
Session_ID_1083,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_1084,Yes,32,10,0,1,0,0,15,0,1,1,1
Session_ID_1085,No,43,4,6,2,0,1,8,1,11,2,1
Session_ID_1086,No,18,8,0,2,0,1,2,0,4,1,1
Session_ID_1087,No,14,5,1,4,0,1,1,0,1,1,1
Session_ID_1088,No,31,9,16,0,1,1,0,1,3,2,0
Session_ID_1089,No,12,7,0,1,0,1,1,0,2,1,1
Session_ID_1090,No,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1091,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_1092,No,74,3,0,13,0,3,42,0,0,1,1
Session_ID_1093,No,14,6,0,3,0,1,0,0,3,1,1
Session_ID_1094,No,13,7,0,2,0,1,1,0,2,1,1
Session_ID_1095,Yes,36,10,0,4,1,1,0,0,4,1,0
Session_ID_1096,Yes,10,1,0,0,0,0,0,0,9,0,1
Session_ID_1097,No,8,3,0,1,0,1,1,0,2,1,1
Session_ID_1098,No,11,1,0,1,0,1,2,0,0,0,1
Session_ID_1099,Yes,11,2,0,1,0,0,0,0,6,0,1
Session_ID_1100,No,9,1,0,5,0,1,0,0,2,0,1
Session_ID_1101,No,7,1,0,0,0,1,3,0,1,0,1
Session_ID_1102,Yes,5,1,0,0,0,1,1,0,2,0,1
Session_ID_1103,No,4,0,0,2,0,0,0,0,1,0,1
Session_ID_1104,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1105,Yes,10,5,0,1,0,0,2,0,2,1,1
Session_ID_1106,No,10,7,0,0,0,1,1,0,1,1,1
Session_ID_1107,Yes,9,4,0,1,0,0,1,0,0,1,1
Session_ID_1108,Yes,1,0,0,1,0,0,3,0,1,0,1
Session_ID_1109,No,21,3,1,0,0,3,4,0,3,1,1
Session_ID_1110,No,8,2,0,1,0,1,1,0,3,0,1
Session_ID_1111,No,41,9,11,2,0,0,4,0,9,2,1
Session_ID_1112,Yes,7,1,1,1,0,1,0,0,3,0,1
Session_ID_1113,No,10,1,0,0,0,2,5,0,1,0,1
Session_ID_1114,No,2,0,0,1,0,0,0,0,1,0,1
Session_ID_1115,No,12,5,0,0,0,1,2,0,2,1,1
Session_ID_1116,No,16,9,0,1,0,1,2,0,3,1,1
Session_ID_1117,No,8,0,0,3,0,1,0,0,4,0,1
Session_ID_1118,No,17,6,0,0,0,0,1,0,7,1,1
Session_ID_1119,No,6,1,0,0,0,1,1,0,3,0,1
Session_ID_1120,Yes,19,4,8,1,0,0,4,0,2,2,1
Session_ID_1121,Yes,41,22,0,3,0,3,2,1,5,1,1
Session_ID_1122,No,1,2,0,4,0,0,1,0,2,0,1
Session_ID_1123,No,31,13,0,3,1,4,8,0,0,1,0
Session_ID_1124,No,11,1,0,1,0,1,6,0,0,0,1
Session_ID_1125,No,22,1,0,1,0,0,12,0,0,0,1
Session_ID_1126,Yes,9,5,0,1,0,0,2,0,1,1,1
Session_ID_1127,Yes,19,2,0,1,0,5,2,0,8,0,1
Session_ID_1128,No,8,1,0,0,1,1,0,1,4,0,0
Session_ID_1129,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1130,Yes,40,1,1,2,0,0,1,0,6,0,1
Session_ID_1131,Yes,10,4,0,0,0,0,0,0,4,1,1
Session_ID_1132,Yes,35,30,0,1,0,1,2,0,0,1,1
Session_ID_1133,No,5,1,0,0,0,0,1,0,2,0,1
Session_ID_1134,No,3,0,0,1,0,0,2,0,0,0,1
Session_ID_1135,Yes,24,12,0,1,1,1,1,1,6,1,0
Session_ID_1136,No,6,0,0,2,0,1,2,0,1,0,1
Session_ID_1137,No,24,9,0,3,1,1,2,1,5,1,0
Session_ID_1138,No,10,1,0,0,0,0,2,0,4,0,1
Session_ID_1139,No,1,1,0,0,0,2,1,0,1,0,1
Session_ID_1140,Yes,8,5,0,1,0,0,1,0,0,1,1
Session_ID_1141,No,8,1,0,1,0,1,1,0,3,0,1
Session_ID_1142,No,5,2,0,1,0,1,1,0,0,0,1
Session_ID_1143,Yes,15,5,3,2,0,0,1,0,1,2,1
Session_ID_1144,Yes,70,31,12,14,0,1,5,0,4,2,1
Session_ID_1145,No,18,4,1,3,0,3,2,0,4,1,1
Session_ID_1146,Yes,13,3,0,1,0,1,3,0,5,1,1
Session_ID_1147,No,15,0,0,1,0,1,2,0,2,0,1
Session_ID_1148,No,7,2,0,2,0,1,0,0,2,0,1
Session_ID_1149,No,14,1,0,0,0,1,11,0,1,0,1
Session_ID_1150,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_1151,Yes,13,2,1,0,0,0,2,0,4,0,1
Session_ID_1152,No,6,0,0,0,1,2,2,0,0,0,0
Session_ID_1153,No,13,5,0,1,0,1,1,0,4,1,1
Session_ID_1154,No,14,6,2,2,0,1,1,0,1,2,1
Session_ID_1155,Yes,8,4,0,0,0,1,1,0,1,1,1
Session_ID_1156,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_1157,No,21,10,0,2,1,1,1,1,3,1,0
Session_ID_1158,No,1,14,0,8,0,4,5,0,25,1,1
Session_ID_1159,No,14,2,0,2,0,1,9,0,0,0,1
Session_ID_1160,No,43,24,3,3,0,2,3,1,5,2,1
Session_ID_1161,Yes,11,5,0,0,0,0,3,0,2,1,1
Session_ID_1162,Yes,3,1,0,0,0,1,0,0,1,0,1
Session_ID_1163,No,32,12,0,2,0,2,15,0,0,1,1
Session_ID_1164,Yes,16,6,0,3,0,0,6,0,0,1,1
Session_ID_1165,No,11,0,2,2,0,0,1,0,6,0,1
Session_ID_1166,No,8,3,0,1,0,0,0,0,0,1,1
Session_ID_1167,Yes,6,2,2,0,0,0,1,0,1,2,1
Session_ID_1168,Yes,6,2,0,0,0,1,3,0,0,0,1
Session_ID_1169,No,5,1,0,1,0,1,0,0,2,0,1
Session_ID_1170,No,29,9,3,4,2,2,2,0,6,2,0
Session_ID_1171,No,8,2,0,1,1,1,1,1,1,0,0
Session_ID_1172,No,18,10,0,2,0,1,2,0,2,1,1
Session_ID_1173,No,10,0,0,0,1,1,1,0,0,0,0
Session_ID_1174,No,7,1,0,0,1,1,0,1,3,0,1
Session_ID_1175,Yes,9,2,2,0,0,0,1,0,1,2,1
Session_ID_1176,Yes,20,13,1,0,0,1,2,0,1,1,1
Session_ID_1177,Yes,7,1,0,2,0,1,0,1,2,0,1
Session_ID_1178,No,19,7,0,2,2,2,1,2,3,1,0
Session_ID_1179,Yes,7,4,0,0,0,0,1,0,0,1,1
Session_ID_1180,No,7,3,0,1,0,1,0,0,2,1,1
Session_ID_1181,No,17,8,0,1,1,1,4,1,1,1,0
Session_ID_1182,No,14,1,0,5,0,3,5,0,0,0,1
Session_ID_1183,No,8,4,0,0,0,1,2,0,1,1,1
Session_ID_1184,Yes,16,0,0,0,0,0,1,0,2,0,1
Session_ID_1185,Yes,8,0,0,0,0,0,1,0,2,0,1
Session_ID_1186,Yes,20,2,10,3,0,0,3,0,2,2,1
Session_ID_1187,No,9,3,0,2,0,1,1,0,2,1,1
Session_ID_1188,No,26,20,0,1,0,0,1,0,3,1,1
Session_ID_1189,No,6,0,0,3,0,1,1,0,1,0,1
Session_ID_1190,No,32,10,9,1,1,3,3,1,3,2,0
Session_ID_1191,Yes,11,6,0,1,0,0,3,0,1,1,1
Session_ID_1192,No,34,12,6,5,0,3,2,0,2,2,1
Session_ID_1193,No,14,6,0,2,0,1,1,0,4,1,1
Session_ID_1194,No,7,1,0,3,0,1,1,0,1,0,1
Session_ID_1195,No,19,5,0,0,0,2,9,0,0,1,1
Session_ID_1196,Yes,11,8,0,1,0,0,1,0,0,1,1
Session_ID_1197,No,16,5,1,1,0,3,3,1,1,1,1
Session_ID_1198,Yes,17,7,0,3,0,1,2,0,3,1,1
Session_ID_1199,No,9,0,0,5,0,0,4,0,0,0,1
Session_ID_1200,No,8,3,0,1,0,1,1,0,2,1,1
Session_ID_1201,No,21,8,1,3,0,0,5,0,1,1,1
Session_ID_1202,No,65,0,0,0,0,1,3,0,0,0,1
Session_ID_1203,Yes,16,0,0,0,0,0,1,0,2,0,1
Session_ID_1204,Yes,28,6,8,2,0,1,0,0,9,2,1
Session_ID_1205,Yes,2,1,0,0,0,0,0,0,1,0,1
Session_ID_1206,No,17,2,0,1,0,2,4,0,6,0,1
Session_ID_1207,No,3,0,0,0,0,1,2,0,0,0,1
Session_ID_1208,No,3,0,0,0,0,1,2,0,0,0,1
Session_ID_1209,No,6,1,0,1,0,1,3,0,0,0,1
Session_ID_1210,No,10,5,0,1,0,1,1,0,2,1,1
Session_ID_1211,Yes,16,10,0,0,0,0,2,0,2,1,1
Session_ID_1212,No,22,3,0,0,0,0,3,0,11,1,1
Session_ID_1213,No,4,0,0,1,0,1,2,0,0,0,1
Session_ID_1214,No,11,6,0,1,0,1,1,0,2,1,1
Session_ID_1215,No,10,3,1,1,0,0,1,0,4,1,1
Session_ID_1216,No,11,6,0,0,0,1,1,0,2,1,1
Session_ID_1217,No,14,3,1,2,0,2,3,0,3,1,1
Session_ID_1218,No,34,14,11,2,1,2,2,1,1,2,0
Session_ID_1219,Yes,29,1,0,0,0,0,2,0,10,0,1
Session_ID_1220,Yes,17,2,6,4,0,2,0,0,3,2,1
Session_ID_1221,No,7,1,0,1,0,1,3,0,1,0,1
Session_ID_1222,No,9,0,0,1,1,1,1,0,1,0,0
Session_ID_1223,No,10,2,0,3,0,1,1,0,3,0,1
Session_ID_1224,No,6,1,0,2,0,1,0,0,2,0,1
Session_ID_1225,Yes,36,0,0,0,0,0,8,0,4,0,1
Session_ID_1226,Yes,5,1,2,1,0,0,0,0,1,0,1
Session_ID_1227,No,8,0,0,0,0,1,1,0,2,0,1
Session_ID_1228,Yes,5,1,1,1,0,0,0,0,2,0,1
Session_ID_1229,Yes,11,6,0,1,0,0,2,0,1,1,1
Session_ID_1230,Yes,8,4,0,1,0,0,0,0,3,1,1
Session_ID_1231,No,14,7,2,0,1,1,0,1,2,2,0
Session_ID_1232,No,41,10,10,4,1,3,3,0,6,2,0
Session_ID_1233,Yes,6,0,0,0,0,0,0,0,0,0,1
Session_ID_1234,No,23,8,0,4,1,1,4,1,1,1,0
Session_ID_1235,No,6,2,1,0,0,0,1,0,0,0,1
Session_ID_1236,No,30,5,1,6,1,1,7,1,7,1,0
Session_ID_1237,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_1238,No,11,4,2,0,1,1,1,1,1,2,0
Session_ID_1239,Yes,4,1,0,0,0,1,0,0,1,0,1
Session_ID_1240,Yes,4,1,0,0,0,0,1,0,2,0,1
Session_ID_1241,No,16,12,0,1,0,0,2,0,1,1,1
Session_ID_1242,No,8,1,0,0,0,1,0,0,6,0,1
Session_ID_1243,Yes,21,6,6,0,0,0,2,0,1,2,1
Session_ID_1244,No,17,1,0,5,1,4,1,0,4,0,1
Session_ID_1245,No,23,7,4,4,0,1,2,1,4,2,1
Session_ID_1246,Yes,2,1,0,1,0,0,0,0,0,0,1
Session_ID_1247,No,4,0,0,1,0,1,1,0,1,0,1
Session_ID_1248,No,3,1,0,0,0,1,1,0,0,0,1
Session_ID_1249,No,7,1,0,1,0,1,1,0,2,0,1
Session_ID_1250,No,5,1,0,0,0,1,0,1,2,0,1
Session_ID_1251,No,41,10,2,6,1,1,6,1,11,2,0
Session_ID_1252,No,28,9,2,2,1,5,0,1,5,2,0
Session_ID_1253,No,28,17,0,3,0,1,3,0,4,1,1
Session_ID_1254,No,2,0,0,0,0,1,0,0,1,0,1
Session_ID_1255,Yes,3,1,0,1,0,0,1,0,0,0,1
Session_ID_1256,No,10,2,0,4,0,0,1,0,2,0,1
Session_ID_1257,No,10,0,1,0,0,0,1,0,4,0,1
Session_ID_1258,Yes,11,3,1,0,0,1,1,1,3,1,1
Session_ID_1259,Yes,13,4,2,0,0,0,5,0,2,2,1
Session_ID_1260,No,8,2,0,3,0,1,0,0,2,0,1
Session_ID_1261,No,24,10,3,4,0,2,1,1,2,2,1
